,Dimensión,Año,CCAA,Unidad Territorial,Tasa total,Dimension total,0-39,40-49,50-59,60-69,+70,Mujer,Hombre,Cerebro,Cervix,Colorectal,Esofago,Estómago,Glándulas salivares,Hígado,Hipofaringe,"Labio, cavidad oral",Laringe,Leucemia,Linfoma Hodgkin,Linfoma No-Hodgkin,Mama,Melanoma de piel,Mesotelioma,Mieloma Multiple,Nasofaringe,Orofaringe,Otros,Otros de piel,Ovario,Páncreas,Pene,Próstata,Pulmón,Riñón,Sarcoma Kaposi,Testículo,Tiroides,Utero,Vagina,Vejiga,Vesicula Biliar,Vulva
484,Mortalidad,2020,Castilla y León,Burgos,277.37,992,8,22,93,197,672,390,602,24,4,170,16,67,1,56,3,9,12,35,1,22,47,10,5,15,1,5,62,6,18,69,0,46,164,23,0,0,3,14,0,56,14,3
485,Mortalidad,2020,Castilla y León,León,333.23,1521,9,27,128,253,1104,585,936,47,6,237,32,89,3,85,4,15,16,41,3,40,75,9,5,27,2,6,114,12,37,73,1,90,293,36,0,0,5,12,0,75,18,3
486,Mortalidad,2020,Castilla y León,Palencia,356.16,571,2,8,55,108,398,213,358,19,5,81,12,31,1,25,1,7,11,17,1,20,22,6,1,13,1,2,48,2,6,39,0,30,118,8,0,0,1,4,0,21,8,1
487,Mortalidad,2020,Castilla y León,Salamanca,314.36,1035,9,17,87,177,745,424,611,23,2,157,17,61,1,47,2,9,9,31,2,29,61,12,1,19,1,3,72,10,24,58,0,65,200,35,0,0,7,9,0,45,9,3
488,Mortalidad,2020,Castilla y León,Segovia,277.56,426,7,13,39,71,296,171,255,12,5,58,11,36,2,20,1,7,6,11,1,15,27,4,2,10,1,2,28,5,7,33,1,31,53,10,0,0,2,3,0,14,3,0
489,Mortalidad,2020,Castilla y León,Soria,293.64,261,2,8,28,36,187,99,162,5,1,42,3,15,0,16,0,1,1,3,0,7,20,0,1,5,0,0,22,1,4,24,0,23,40,4,0,0,0,5,0,10,1,0
490,Mortalidad,2020,Castilla y León,Valladolid,271.58,1414,9,31,113,304,957,578,836,43,9,213,13,84,2,60,3,13,14,42,2,34,82,12,10,23,2,5,105,8,30,96,1,68,297,31,0,0,7,16,0,62,15,1
491,Mortalidad,2020,Castilla y León,Zamora,352.31,601,5,10,41,102,443,234,367,21,2,97,10,40,0,20,0,3,6,24,0,11,34,6,2,8,0,1,43,4,12,33,2,44,107,14,0,1,2,7,0,30,5,3
492,Mortalidad,2020,Castilla y León,Ávila,294.3,464,4,8,31,74,347,180,284,15,1,67,6,28,0,20,0,4,2,7,1,15,27,7,3,11,0,1,47,4,9,24,0,40,78,14,0,0,0,6,0,14,2,1
493,Mortalidad,2020,Castilla-La Mancha,Albacete,222.53,864,9,25,99,149,582,343,521,30,2,131,10,53,2,30,2,11,6,32,1,20,48,7,2,13,2,4,67,9,9,52,2,44,153,17,0,0,5,8,0,72,10,2
494,Mortalidad,2020,Castilla-La Mancha,Ciudad Real,235.33,1165,11,28,112,245,769,417,748,38,9,180,15,51,2,50,1,8,14,30,2,31,58,10,6,21,1,2,82,11,20,77,0,72,250,21,0,0,4,15,1,59,10,4
495,Mortalidad,2020,Castilla-La Mancha,Cuenca,256.45,503,7,11,35,83,367,182,321,15,5,68,7,29,0,26,1,4,8,20,0,12,26,11,2,8,1,1,32,4,8,38,1,33,94,8,0,1,2,3,0,20,4,2
496,Mortalidad,2020,Castilla-La Mancha,Guadalajara,180.54,473,5,19,53,75,321,169,304,13,2,69,6,30,1,12,1,4,7,20,0,11,17,3,3,8,0,1,39,8,6,29,1,34,94,8,0,0,1,6,0,22,7,0
497,Mortalidad,2020,Castilla-La Mancha,Toledo,218.54,1538,15,45,146,279,1053,609,929,42,8,227,12,87,4,77,5,21,17,59,2,37,85,14,5,26,3,8,119,10,24,104,1,93,292,31,0,1,4,17,1,65,23,5
498,Mortalidad,2020,Cataluña,Barcelona,209.89,12055,149,376,1161,2415,7954,5057,6998,369,63,1578,224,503,23,628,26,124,114,403,26,318,789,123,54,211,20,47,1138,80,255,883,13,582,2470,196,2,4,41,130,5,467,114,22
499,Mortalidad,2020,Cataluña,Girona,205.3,1605,21,53,183,313,1035,658,947,51,12,211,23,66,2,64,3,15,22,55,4,51,100,16,3,33,2,5,141,9,36,99,3,111,295,42,0,0,7,11,1,76,18,8
500,Mortalidad,2020,Cataluña,Lleida,235.57,1033,13,24,119,178,699,408,625,20,9,172,16,46,1,41,2,9,13,42,2,27,68,12,2,18,1,4,86,6,16,68,0,60,197,20,0,0,4,11,0,40,10,2
501,Mortalidad,2020,Cataluña,Tarragona,227.48,1858,17,49,205,422,1165,690,1168,43,7,291,40,81,4,77,5,21,10,44,4,45,118,24,6,28,4,9,171,10,16,139,1,86,403,39,0,0,7,17,1,76,14,7
502,Mortalidad,2020,Ceuta,Ceuta,153.2,129,0,10,13,40,66,49,80,1,1,12,0,7,0,5,0,0,3,2,0,4,13,3,0,2,0,0,17,2,3,4,0,6,33,1,0,0,0,1,0,3,1,0
503,Mortalidad,2020,Comunitat Valenciana,Alicante/Alacant,227.89,4284,51,145,438,877,2773,1699,2585,130,32,585,89,182,8,171,10,45,54,112,8,105,257,53,17,69,7,19,355,30,85,300,3,235,954,68,0,2,11,38,2,191,35,12
504,Mortalidad,2020,Comunitat Valenciana,Castellón/Castelló,230.71,1351,20,54,139,227,911,514,837,39,14,177,18,58,2,65,3,13,9,32,2,33,75,6,4,22,2,6,133,6,28,91,2,103,270,30,0,1,3,11,0,66,15,3
505,Mortalidad,2020,Comunitat Valenciana,Valencia/València,241.76,6266,73,204,678,1322,3989,2404,3862,177,31,836,101,239,14,307,16,69,53,198,13,173,393,63,25,117,12,27,549,34,115,431,8,367,1332,103,1,3,20,56,2,289,70,12
506,Mortalidad,2020,Extremadura,Badajoz,254.56,1711,11,48,183,355,1114,629,1082,44,4,236,21,81,3,63,4,16,17,57,2,37,102,15,5,25,3,7,158,9,37,127,3,95,369,42,0,1,4,31,0,65,14,4
507,Mortalidad,2020,Extremadura,Cáceres,291.44,1142,6,26,125,230,755,433,709,24,9,172,18,60,1,43,2,8,13,52,2,30,68,8,3,20,1,3,116,7,22,58,0,69,228,19,0,0,4,13,0,45,12,2
508,Mortalidad,2020,Galicia,"Coruña, A",286.95,3219,21,86,265,629,2218,1327,1892,84,19,461,66,165,7,137,10,40,35,95,5,79,168,28,13,55,6,17,325,19,58,228,0,174,639,82,0,0,12,31,1,106,35,8
509,Mortalidad,2020,Galicia,Lugo,341.21,1119,4,23,96,180,816,442,677,23,3,182,17,63,2,35,2,11,5,45,2,31,61,7,4,20,1,4,114,9,28,68,3,98,173,25,0,0,5,11,0,37,14,5
510,Mortalidad,2020,Galicia,Ourense,372.74,1143,10,23,80,190,840,444,699,33,8,150,20,64,2,54,3,12,13,45,3,38,55,14,5,25,2,5,102,11,15,65,0,82,192,22,0,0,2,13,1,59,14,6
511,Mortalidad,2020,Galicia,Pontevedra,285.49,2699,26,87,247,524,1815,1135,1564,88,12,352,45,165,5,144,7,30,27,64,5,72,156,27,10,48,6,13,258,10,58,201,0,126,537,61,0,0,9,35,3,76,28,12
512,Mortalidad,2020,"Madrid, Comunidad de",Madrid,185.17,12554,156,384,1239,2458,8317,5462,7092,385,86,1734,166,582,24,562,25,119,111,430,29,352,822,134,61,234,19,43,1215,83,271,957,13,650,2459,212,2,5,34,150,9,382,145,39
513,Mortalidad,2020,Melilla,Melilla,148.15,129,3,7,21,40,58,57,72,1,3,19,0,3,0,8,0,2,3,5,0,3,10,0,0,2,0,0,13,0,3,9,0,2,28,5,0,0,0,0,0,2,2,0
514,Mortalidad,2020,"Murcia, Región de",Murcia,198.25,2996,34,132,367,551,1912,1100,1896,90,19,372,48,135,6,136,9,36,32,102,7,96,179,32,13,64,7,15,247,25,51,184,3,167,656,49,0,0,9,31,2,120,35,7
515,Mortalidad,2020,"Navarra, Comunidad Foral de",Navarra,232.91,1540,19,40,137,305,1039,628,912,69,6,227,24,70,3,61,3,15,11,51,2,30,94,19,8,21,2,5,116,8,27,117,1,84,308,38,0,0,2,15,1,64,18,8
516,Mortalidad,2020,País Vasco,Araba/Álava,221.3,739,9,23,72,149,486,299,440,23,4,87,16,44,1,33,2,8,9,23,1,17,39,10,3,12,1,3,60,5,18,48,1,30,148,14,0,0,1,12,0,40,14,2
517,Mortalidad,2020,País Vasco,Bizkaia,289.1,3352,28,75,307,692,2250,1341,2011,105,17,439,67,183,7,191,8,37,31,92,6,86,174,38,20,56,6,14,271,31,61,241,1,209,664,69,0,0,7,44,3,117,34,12
518,Mortalidad,2020,País Vasco,Gipuzkoa,263.37,1915,15,46,178,372,1304,741,1174,69,10,235,53,107,4,83,6,25,21,54,3,48,92,8,11,32,4,11,156,19,34,143,0,115,388,47,0,0,4,20,0,76,23,4
519,Mortalidad,2020,"Rioja, La","Rioja, La",255.69,817,3,25,67,169,554,317,501,15,2,126,20,60,1,39,1,7,10,16,1,22,48,3,2,14,1,3,70,1,16,54,0,48,143,12,0,0,3,8,0,47,13,2
520,Mortalidad,2021,Andalucía,Almería,191.72,1403,35,71,177,310,810,548,855,26,6,207,21,54,3,61,5,21,13,40,3,37,86,24,5,22,4,10,156,11,22,85,0,57,267,31,0,0,4,15,1,73,17,6
521,Mortalidad,2021,Andalucía,Cádiz,221.03,2754,43,86,328,671,1626,1066,1688,79,21,336,45,98,3,132,7,28,45,64,5,75,190,14,14,45,5,13,314,19,47,190,1,113,548,63,0,0,7,24,1,147,40,10
522,Mortalidad,2021,Andalucía,Córdoba,242.92,1887,24,46,186,369,1262,747,1140,53,15,282,34,76,3,86,5,20,30,48,3,46,116,25,7,31,3,8,178,12,33,126,1,88,340,51,0,0,8,28,1,97,17,6
523,Mortalidad,2021,Andalucía,Granada,216.64,1996,24,64,210,417,1281,812,1184,46,10,295,31,90,3,112,4,20,25,63,4,55,129,23,6,34,4,8,217,19,21,109,1,114,372,43,0,2,1,29,0,67,25,4
524,Mortalidad,2021,Andalucía,Huelva,223.83,1177,20,36,128,264,729,433,744,33,13,145,14,46,1,52,2,8,17,40,2,31,75,7,3,18,1,4,126,5,9,68,1,63,285,27,0,0,4,14,0,36,11,4
525,Mortalidad,2021,Andalucía,Jaén,231.19,1450,18,47,165,305,915,553,897,39,10,226,22,77,2,72,3,16,18,36,3,37,85,13,4,23,2,6,166,11,20,76,0,79,254,27,0,0,4,15,1,68,17,7
526,Mortalidad,2021,Andalucía,Málaga,199.04,3375,47,100,401,769,2058,1337,2038,76,30,425,58,116,4,151,8,35,32,100,6,90,218,31,14,56,5,16,323,22,62,246,2,221,730,74,0,1,8,37,1,129,34,5
527,Mortalidad,2021,Andalucía,Sevilla,216.49,4217,47,151,493,955,2571,1623,2594,133,25,570,68,145,6,195,10,49,46,132,8,116,266,36,17,71,8,20,394,21,66,267,4,214,929,90,0,0,18,40,3,177,44,15
528,Mortalidad,2021,Aragón,Huesca,259.96,583,8,14,41,122,398,227,356,15,3,92,14,31,0,24,0,3,10,15,1,12,52,7,2,8,0,1,43,2,13,46,0,30,101,13,0,0,2,3,0,19,10,1
529,Mortalidad,2021,Aragón,Teruel,279.46,376,3,11,31,69,262,141,235,10,1,55,6,18,0,16,1,3,5,8,0,11,20,4,1,7,0,2,27,7,4,17,0,31,81,7,0,0,1,5,0,14,4,1
530,Mortalidad,2021,Aragón,Zaragoza,263.37,2548,39,60,232,518,1699,1032,1516,87,9,355,39,115,4,88,3,23,37,67,3,55,162,36,13,35,2,7,195,27,59,187,3,116,574,43,0,1,3,23,1,123,35,8
531,Mortalidad,2021,"Asturias, Principado de",Asturias,339.3,3433,23,72,323,683,2332,1493,1940,86,26,488,72,133,7,157,7,39,25,94,6,100,201,32,13,68,5,14,240,24,84,253,3,202,732,88,0,1,9,37,2,132,33,10
532,Mortalidad,2021,"Balears, Illes","Balears, Illes",193.35,2268,31,79,270,531,1357,905,1363,70,22,312,41,83,3,120,5,21,22,61,4,62,130,26,6,39,3,10,191,15,33,145,0,118,526,39,0,0,3,27,1,95,20,5
533,Mortalidad,2021,Canarias,"Palmas, Las",205.22,2316,26,79,295,545,1371,948,1368,64,16,274,43,88,3,110,8,28,35,48,5,67,151,21,7,41,5,15,231,16,35,164,2,108,535,41,0,0,12,25,2,70,30,7
534,Mortalidad,2021,Canarias,Santa Cruz de Tenerife,201.45,2104,26,73,259,526,1220,906,1198,56,24,275,35,76,4,105,7,26,21,57,3,57,131,18,9,36,4,12,235,12,38,142,2,103,446,40,0,2,6,20,1,65,19,7
535,Mortalidad,2021,Cantabria,Cantabria,271.85,1589,10,30,139,342,1068,620,969,47,12,173,35,64,2,67,3,13,20,52,2,34,69,18,8,24,2,6,167,11,30,115,3,103,348,39,0,0,3,14,0,74,18,3
536,Mortalidad,2021,Castilla y León,Burgos,257.26,916,5,23,67,190,631,336,580,23,2,131,20,49,2,36,3,14,8,33,1,18,55,8,2,12,1,5,57,5,21,74,1,58,168,20,0,0,2,9,0,55,12,1
537,Mortalidad,2021,Castilla y León,León,332.74,1503,9,22,108,306,1058,612,891,39,11,230,19,92,2,67,4,15,18,43,2,33,81,7,5,22,2,7,99,14,39,98,1,89,290,39,0,0,4,20,0,75,24,2
538,Mortalidad,2021,Castilla y León,Palencia,307.31,489,1,8,32,110,338,194,295,16,5,61,6,22,0,27,1,6,6,16,0,12,24,6,1,8,0,2,33,4,17,34,0,21,94,14,0,0,0,5,0,29,9,0
539,Mortalidad,2021,Castilla y León,Salamanca,307.63,1007,11,13,75,171,737,433,574,32,2,163,18,78,2,35,1,12,9,25,1,20,69,8,2,13,1,3,60,6,25,65,1,74,173,22,0,0,1,8,0,51,14,4
540,Mortalidad,2021,Castilla y León,Segovia,254.45,391,2,7,19,77,286,138,253,11,0,58,11,20,0,17,0,2,3,15,0,7,21,5,1,5,0,0,26,4,4,34,0,28,66,9,0,0,1,9,0,25,4,0
541,Mortalidad,2021,Castilla y León,Soria,308.74,274,3,2,25,44,200,98,176,9,1,37,3,23,0,13,0,2,3,6,0,5,15,2,0,3,0,1,25,3,7,15,0,15,49,3,0,0,0,2,0,19,3,2
542,Mortalidad,2021,Castilla y León,Valladolid,287.66,1494,8,32,139,285,1030,580,914,50,9,232,16,86,2,67,3,14,22,45,2,32,101,12,7,21,2,6,92,4,27,108,1,76,292,21,0,0,9,16,1,87,19,4
543,Mortalidad,2021,Castilla y León,Zamora,371.02,626,9,10,31,114,462,246,380,11,2,96,4,40,0,31,1,4,7,26,1,20,34,4,1,14,1,2,37,7,14,41,1,31,112,15,0,0,2,6,0,44,7,2
544,Mortalidad,2021,Castilla y León,Ávila,297.94,472,5,9,32,93,333,175,297,13,0,69,7,23,0,19,1,5,8,16,1,11,27,6,1,7,0,2,35,5,7,35,0,35,83,13,0,0,0,5,0,25,5,3
545,Mortalidad,2021,Castilla-La Mancha,Albacete,235.73,911,13,29,84,181,604,326,585,31,5,153,9,43,1,49,2,9,11,26,2,26,55,13,4,17,1,4,65,6,21,55,0,52,163,10,0,0,4,6,1,43,12,6
546,Mortalidad,2021,Castilla-La Mancha,Ciudad Real,261.47,1288,9,26,118,240,895,485,803,42,3,198,11,64,2,59,2,12,16,39,1,24,79,5,5,16,1,4,84,7,22,90,2,90,270,33,0,0,3,14,0,63,15,2
547,Mortalidad,2021,Castilla-La Mancha,Cuenca,257.78,504,3,5,43,89,364,178,326,13,1,76,11,33,0,29,1,4,8,11,0,16,23,2,1,10,0,2,38,2,5,39,0,38,81,12,0,0,0,6,0,23,8,1
548,Mortalidad,2021,Castilla-La Mancha,Guadalajara,193.53,514,9,9,64,95,337,197,317,26,3,68,6,25,1,21,1,6,2,17,0,9,26,2,0,5,1,2,45,4,11,40,0,28,111,14,0,0,0,6,0,17,7,1
549,Mortalidad,2021,Castilla-La Mancha,Toledo,205.24,1456,19,34,126,298,979,527,929,44,6,226,27,40,3,51,2,15,26,48,2,43,80,13,4,27,1,4,95,11,20,111,2,93,301,28,0,0,5,17,0,77,18,4
550,Mortalidad,2021,Cataluña,Barcelona,211.26,12073,153,392,1188,2349,7991,4939,7134,377,70,1596,211,531,23,609,28,136,134,369,22,315,757,113,60,203,19,53,1160,82,230,928,13,578,2454,240,2,6,37,131,6,410,124,36
551,Mortalidad,2021,Cataluña,Girona,218.28,1717,17,47,149,363,1141,670,1047,59,11,221,27,70,3,68,4,21,14,63,3,46,106,16,5,29,3,9,151,9,33,94,1,106,365,38,0,1,6,15,0,84,21,3
552,Mortalidad,2021,Cataluña,Lleida,233.55,1027,7,29,86,197,708,407,620,24,4,160,17,59,1,41,1,9,11,36,2,31,62,13,2,19,1,3,81,7,15,65,2,69,190,24,0,0,1,16,0,37,12,3
553,Mortalidad,2021,Cataluña,Tarragona,221.21,1819,28,54,187,362,1188,704,1115,50,12,290,20,61,2,103,4,16,17,54,3,51,131,25,4,31,2,7,136,10,27,127,2,98,349,40,0,1,3,23,0,89,15,4
554,Mortalidad,2021,Ceuta,Ceuta,161.64,135,4,3,22,33,73,56,79,2,2,16,2,4,0,6,0,2,0,4,0,2,9,1,0,1,0,1,16,0,0,8,0,4,38,3,0,0,1,0,0,6,1,0
555,Mortalidad,2021,Comunitat Valenciana,Alicante/Alacant,228.19,4294,31,134,449,886,2794,1706,2588,113,43,571,78,183,5,174,11,42,47,123,7,107,252,59,18,68,7,21,400,33,85,303,4,208,915,97,0,1,12,44,4,192,37,19
556,Mortalidad,2021,Comunitat Valenciana,Castellón/Castelló,241.03,1415,21,58,161,289,886,527,888,40,8,209,22,74,1,68,2,12,11,46,1,28,78,14,5,18,2,4,134,14,33,95,2,92,267,25,0,0,5,14,1,59,13,6
557,Mortalidad,2021,Comunitat Valenciana,Valencia/València,238.4,6173,57,182,655,1250,4029,2422,3751,151,46,867,107,237,10,287,13,64,59,169,8,133,386,53,28,88,9,24,537,35,92,484,8,353,1340,112,0,5,20,70,4,271,68,22
558,Mortalidad,2021,Extremadura,Badajoz,250.32,1677,11,46,174,358,1088,656,1021,26,9,242,21,89,2,60,3,14,20,49,2,36,104,12,6,24,2,5,157,14,24,121,5,87,381,37,0,1,5,19,1,71,14,5
559,Mortalidad,2021,Extremadura,Cáceres,294.69,1148,11,28,98,225,786,425,723,16,7,181,17,54,1,34,2,9,9,46,1,24,55,6,2,16,1,3,118,7,20,81,2,61,235,31,0,0,3,11,1,64,15,7
560,Mortalidad,2021,Galicia,"Coruña, A",289.07,3238,19,83,277,686,2173,1273,1965,89,19,408,43,133,5,153,9,35,31,83,6,96,168,36,12,62,5,16,333,19,52,207,3,202,691,79,0,1,12,36,2,121,49,11
561,Mortalidad,2021,Galicia,Lugo,348.45,1136,6,20,80,215,815,475,661,37,10,177,17,64,1,50,3,15,12,31,1,30,66,7,3,21,2,5,120,3,20,70,1,65,182,29,0,1,8,15,1,37,17,4
562,Mortalidad,2021,Galicia,Ourense,366.29,1118,9,19,77,182,831,410,708,30,6,161,17,56,2,55,2,13,6,48,1,26,40,5,3,18,1,4,126,8,20,66,0,75,191,32,0,0,5,16,0,60,10,4
563,Mortalidad,2021,Galicia,Pontevedra,281.06,2654,23,65,230,519,1817,1007,1647,87,11,360,57,126,7,128,8,40,29,80,3,63,159,28,8,42,6,15,254,18,37,178,2,154,522,71,0,1,2,29,1,83,27,9
564,Mortalidad,2021,"Madrid, Comunidad de",Madrid,186.23,12573,154,346,1220,2367,8486,5462,7111,385,84,1738,165,578,19,596,24,114,89,449,23,342,805,113,58,224,17,44,1241,85,262,945,11,579,2592,224,2,3,39,123,6,415,138,33
565,Mortalidad,2021,Melilla,Melilla,134.48,116,4,3,21,35,53,49,67,0,1,18,1,5,0,4,0,1,3,4,0,3,11,0,0,2,0,0,10,0,3,4,0,9,24,2,0,0,0,0,0,3,0,1
566,Mortalidad,2021,"Murcia, Región de",Murcia,202.04,3068,36,109,326,596,2001,1189,1879,103,27,412,45,127,5,148,6,31,33,94,5,80,177,38,13,52,5,12,303,23,46,208,0,167,636,59,0,0,9,38,1,120,28,6
567,Mortalidad,2021,"Navarra, Comunidad Foral de",Navarra,247.61,1638,11,41,152,294,1140,661,977,74,4,211,24,81,3,67,4,20,14,36,3,48,87,22,9,33,3,8,146,14,33,114,0,92,331,37,0,0,8,13,0,61,27,3
568,Mortalidad,2021,País Vasco,Araba/Álava,248.18,828,9,27,81,168,543,341,487,25,2,99,13,54,2,42,2,12,6,26,1,24,45,7,4,15,1,4,67,4,16,66,0,47,157,16,0,0,2,9,0,36,11,2
569,Mortalidad,2021,País Vasco,Bizkaia,288.91,3335,26,78,291,640,2300,1363,1972,126,20,416,57,166,7,162,9,44,34,92,5,89,157,29,16,59,6,18,284,28,62,220,0,197,726,68,0,0,9,42,2,119,43,13
570,Mortalidad,2021,País Vasco,Gipuzkoa,261.28,1897,17,53,184,372,1271,783,1114,76,8,238,57,92,4,106,5,25,20,35,2,38,128,23,11,26,3,9,153,21,35,137,0,100,354,60,0,0,6,21,0,68,22,4
571,Mortalidad,2021,"Rioja, La","Rioja, La",246.09,787,5,19,63,160,540,296,491,33,0,117,11,40,1,30,2,9,8,25,1,22,45,5,4,14,1,4,72,3,13,54,0,51,142,14,0,0,3,6,0,36,10,2
572,Mortalidad,2022,Andalucía,Almería,193.95,1433,34,72,181,320,825,559,873,26,6,211,21,55,3,62,5,22,13,40,3,38,87,24,5,23,4,10,159,11,22,86,0,57,274,32,0,0,4,16,1,74,18,6
573,Mortalidad,2022,Andalucía,Cádiz,225.5,2811,42,86,333,690,1658,1083,1727,80,21,343,46,99,4,134,7,29,45,64,5,76,192,14,14,46,5,13,320,19,47,194,2,115,561,64,0,0,7,25,1,149,41,10
574,Mortalidad,2022,Andalucía,Córdoba,246.26,1901,23,45,186,382,1263,752,1148,54,15,282,34,76,3,86,5,20,30,47,3,47,116,24,7,31,3,9,179,12,33,127,1,87,344,52,0,0,8,29,1,97,18,6
575,Mortalidad,2022,Andalucía,Granada,220.17,2028,23,63,212,432,1296,823,1205,47,10,299,31,91,3,114,4,20,25,63,4,56,130,23,6,35,4,8,220,19,21,111,2,115,379,44,0,2,1,30,0,67,25,4
576,Mortalidad,2022,Andalucía,Huelva,226.7,1197,19,36,130,271,738,437,759,34,13,147,14,46,1,52,2,9,17,40,2,31,75,7,3,18,1,4,128,6,9,68,1,64,291,28,0,0,4,14,0,36,12,4
577,Mortalidad,2022,Andalucía,Jaén,234.11,1459,17,46,164,319,911,554,904,39,9,226,22,77,2,72,3,17,18,35,3,37,85,13,4,23,2,6,167,11,19,76,0,79,257,27,0,0,4,15,1,67,17,7
578,Mortalidad,2022,Andalucía,Málaga,202.8,3480,46,101,413,796,2122,1375,2105,78,30,438,60,119,4,155,8,36,33,103,6,93,224,31,14,58,5,16,332,22,63,253,2,228,753,76,0,1,8,38,1,133,35,5
579,Mortalidad,2022,Andalucía,Sevilla,220.13,4285,46,150,503,977,2608,1645,2640,135,25,579,69,147,7,198,10,50,46,133,8,117,269,36,18,72,8,21,401,21,66,271,5,217,946,92,0,0,18,41,3,179,45,15
580,Mortalidad,2022,Aragón,Huesca,262.08,589,7,13,41,126,400,229,360,15,2,93,14,31,0,24,0,3,10,15,1,12,52,7,2,8,0,1,43,2,13,46,0,30,102,13,0,0,2,3,0,19,10,1
581,Mortalidad,2022,Aragón,Teruel,280.82,377,2,10,30,71,261,141,235,10,0,55,6,17,0,15,1,3,5,7,0,11,20,4,1,7,0,2,27,7,4,17,0,30,81,7,0,0,1,5,0,13,4,1
582,Mortalidad,2022,Aragón,Zaragoza,266.66,2575,38,59,234,529,1714,1042,1533,88,9,358,39,116,4,89,3,23,37,67,3,56,163,36,14,35,2,7,197,27,59,188,3,117,580,43,0,1,3,23,1,124,35,8
583,Mortalidad,2022,"Asturias, Principado de",Asturias,344.84,3463,22,71,322,693,2354,1501,1961,86,25,493,72,134,7,158,7,39,25,94,6,100,201,32,13,68,5,15,242,25,83,255,3,204,740,89,0,1,9,37,2,133,33,10
584,Mortalidad,2022,"Balears, Illes","Balears, Illes",197.47,2322,30,79,277,545,1390,924,1397,71,22,319,42,84,3,123,5,22,22,62,4,64,132,26,6,40,3,10,195,16,33,148,0,121,540,40,0,0,3,28,1,97,20,5
585,Mortalidad,2022,Canarias,"Palmas, Las",211.44,2386,25,77,302,564,1416,975,1410,65,16,282,44,90,3,113,8,29,36,49,5,69,155,21,8,42,5,15,238,17,35,168,2,111,551,42,0,0,12,26,2,72,31,7
586,Mortalidad,2022,Canarias,Santa Cruz de Tenerife,207.12,2170,25,72,265,546,1260,932,1237,58,24,283,36,78,4,107,7,27,21,58,3,58,134,18,9,37,4,12,242,12,39,146,3,107,460,41,0,2,6,21,1,67,20,7
587,Mortalidad,2022,Cantabria,Cantabria,276.58,1618,9,30,140,349,1088,629,989,48,12,176,35,65,2,67,3,13,20,52,2,35,69,18,8,24,2,6,170,11,30,117,3,104,355,39,0,0,3,14,0,75,18,3
588,Mortalidad,2022,Castilla y León,Burgos,261.86,928,4,23,67,194,638,340,587,23,2,132,20,49,2,36,3,14,8,33,1,18,55,8,2,12,1,5,58,5,21,75,1,58,170,20,0,0,2,9,0,55,12,1
589,Mortalidad,2022,Castilla y León,León,338.6,1516,8,21,107,313,1065,617,898,39,11,232,19,93,2,67,4,15,18,43,2,33,81,6,5,23,2,7,100,14,39,98,1,89,291,39,0,0,5,20,0,76,24,2
590,Mortalidad,2022,Castilla y León,Palencia,311.25,491,0,7,31,112,338,194,297,16,5,60,6,21,0,27,1,6,6,16,0,12,23,5,1,8,1,2,33,4,17,34,0,21,95,14,0,0,0,5,0,28,9,0
591,Mortalidad,2022,Castilla y León,Salamanca,312.65,1017,10,12,74,176,743,437,580,32,1,165,18,78,2,35,1,12,9,25,1,20,69,8,2,13,1,3,60,6,25,65,1,75,175,22,0,0,1,8,0,51,14,4
592,Mortalidad,2022,Castilla y León,Segovia,257.7,395,1,6,19,80,287,139,256,11,0,58,11,20,0,17,0,2,3,15,0,7,21,5,1,5,0,0,26,4,3,34,0,28,67,9,0,0,1,9,0,25,4,0
593,Mortalidad,2022,Castilla y León,Soria,311.78,275,2,1,24,45,199,97,177,9,1,37,3,23,0,12,0,3,2,6,0,5,14,1,0,3,0,1,25,3,7,14,0,15,49,3,0,0,0,2,0,19,3,2
594,Mortalidad,2022,Castilla y León,Valladolid,293.89,1521,7,32,140,289,1052,590,931,51,9,236,16,87,2,68,3,14,22,46,2,32,102,12,7,22,2,6,94,5,27,110,1,77,296,21,0,0,9,16,1,88,19,4
595,Mortalidad,2022,Castilla y León,Zamora,376.62,629,8,9,30,117,463,246,382,11,1,96,4,40,0,31,1,4,7,26,1,20,34,4,1,14,1,2,37,7,13,41,1,31,112,15,0,0,2,6,0,44,7,2
596,Mortalidad,2022,Castilla y León,Ávila,303.54,477,4,8,31,96,335,177,300,13,0,69,7,23,0,19,1,5,8,15,1,11,27,6,1,7,0,2,36,5,7,35,0,35,84,13,0,0,0,5,0,25,5,3
597,Mortalidad,2022,Castilla-La Mancha,Albacete,238.68,920,12,28,84,188,605,329,590,31,5,154,9,43,1,49,2,9,11,26,2,27,55,13,3,17,1,4,65,6,21,55,0,52,165,10,0,0,4,6,1,43,12,6
598,Mortalidad,2022,Castilla-La Mancha,Ciudad Real,264.04,1295,8,25,117,250,892,488,806,42,3,197,11,64,2,59,2,12,16,39,1,24,79,5,5,16,1,4,84,7,22,90,2,89,273,33,0,0,3,14,0,62,16,2
599,Mortalidad,2022,Castilla-La Mancha,Cuenca,260.04,507,2,4,42,93,363,179,327,13,0,76,10,33,0,29,1,4,8,11,0,16,23,1,1,10,0,2,39,2,5,39,0,38,81,12,0,0,0,6,0,23,8,1
