,Dimensión,Año,CCAA,Unidad Territorial,Tasa total,Dimension total,0-39,40-49,50-59,60-69,+70,Mujer,Hombre,Cerebro,Cervix,Colorectal,Esofago,Estómago,Glándulas salivares,Hígado,Hipofaringe,"Labio, cavidad oral",Laringe,Leucemia,Linfoma Hodgkin,Linfoma No-Hodgkin,Mama,Melanoma de piel,Mesotelioma,Mieloma Multiple,Nasofaringe,Orofaringe,Otros,Otros de piel,Ovario,Páncreas,Pene,Próstata,Pulmón,Riñón,Sarcoma Kaposi,Testículo,Tiroides,Utero,Vagina,Vejiga,Vesicula Biliar,Vulva
0,Incidencia,2019,Andalucía,Almería,487.45,3494,160,276,632,907,1517,1439,2054,58,26,478,29,89,7,84,12,58,36,74,17,103,435,73,6,39,5,15,111,242,44,96,6,432,360,108,4,19,69,83,1,226,20,13
1,Incidencia,2019,Andalucía,Cádiz,531.17,6587,255,490,1198,1739,2903,2775,3812,107,49,907,55,168,14,158,23,110,68,138,29,193,832,135,13,74,10,29,205,450,84,183,12,819,684,202,7,29,127,163,3,426,38,25
2,Incidencia,2019,Andalucía,Córdoba,591.63,4632,153,282,780,1109,2306,1964,2667,72,32,652,38,123,10,111,15,78,45,99,18,133,557,91,9,54,6,19,150,370,58,134,8,549,472,138,4,18,81,112,2,308,29,18
3,Incidencia,2019,Andalucía,Granada,562.7,5146,186,340,887,1273,2457,2163,2983,81,36,718,42,135,11,123,17,86,51,109,21,149,628,103,10,59,7,22,164,392,64,147,9,620,528,155,5,21,94,125,2,340,31,19
4,Incidencia,2019,Andalucía,Huelva,532.93,2781,110,212,485,695,1277,1169,1611,45,21,384,23,72,6,66,9,46,28,58,12,81,348,57,5,31,4,12,88,200,35,78,5,340,286,84,3,12,53,67,1,181,16,10
5,Incidencia,2019,Andalucía,Jaén,595.05,3770,123,222,646,893,1883,1578,2191,58,25,532,31,101,8,91,12,64,37,80,15,108,445,74,7,44,5,15,122,306,46,110,7,446,385,113,4,15,65,90,2,253,24,14
6,Incidencia,2019,Andalucía,Málaga,544.33,9045,346,663,1565,2318,4151,3774,5271,145,67,1251,75,232,19,216,32,151,92,190,39,264,1129,184,18,103,14,40,281,638,115,252,16,1125,939,275,9,39,172,222,4,592,53,34
7,Incidencia,2019,Andalucía,Sevilla,522.69,10152,402,780,1806,2545,4618,4394,5757,166,78,1401,84,261,22,242,35,170,102,216,45,299,1305,210,20,115,16,44,321,715,133,285,18,1221,1038,309,11,46,198,255,5,651,60,40
8,Incidencia,2019,Aragón,Huesca,672.32,1482,40,81,217,344,798,586,895,22,9,212,12,41,3,36,4,25,14,31,5,41,160,28,3,17,2,6,49,132,16,44,3,179,151,44,1,5,22,32,0,104,10,5
9,Incidencia,2019,Aragón,Teruel,715.37,959,23,45,137,212,540,370,589,14,5,138,7,27,2,23,3,16,9,20,3,26,98,17,1,11,1,3,32,92,10,28,2,114,98,28,1,2,13,20,0,68,6,3
10,Incidencia,2019,Aragón,Zaragoza,626.78,6046,182,376,919,1431,3136,2548,3498,93,40,857,49,163,13,145,19,102,59,129,23,173,713,118,12,72,8,24,196,501,74,178,11,716,614,180,6,21,102,145,3,408,39,24
11,Incidencia,2019,"Asturias, Principado de",Asturias,732.13,7488,170,399,1069,1903,3945,3196,4292,111,47,1073,61,204,16,180,24,128,72,157,24,212,872,142,15,90,9,30,241,630,92,225,14,897,765,220,7,21,117,184,4,510,50,30
12,Incidencia,2019,"Balears, Illes","Balears, Illes",507.07,5828,259,472,1031,1481,2583,2448,3380,96,45,799,48,149,12,139,21,97,59,123,27,172,738,122,11,65,9,26,184,408,74,161,10,711,598,179,6,29,116,140,2,375,34,22
13,Incidencia,2019,Canarias,"Palmas, Las",511.54,5731,240,487,1141,1515,2345,2387,3343,95,45,780,49,144,12,138,21,95,61,118,27,169,739,121,11,63,9,26,177,373,73,156,10,714,597,179,6,28,117,140,2,365,32,21
14,Incidencia,2019,Canarias,Santa Cruz de Tenerife,544.19,5621,218,435,1035,1439,2493,2368,3252,91,43,774,47,144,12,134,20,94,58,117,25,165,713,116,11,63,9,25,175,392,72,156,10,690,581,172,6,25,110,138,2,363,33,21
15,Incidencia,2019,Cantabria,Cantabria,650.72,3781,106,230,583,979,1881,1600,2180,58,25,535,31,101,8,91,12,64,37,79,13,108,449,73,7,44,5,16,121,303,47,111,7,457,387,112,3,12,63,92,2,254,24,15
16,Incidencia,2019,Castilla y León,Burgos,703.04,2509,61,132,366,609,1339,998,1510,37,15,360,20,69,5,61,8,43,25,53,8,70,271,47,5,30,3,10,81,218,28,74,5,311,259,74,2,7,38,56,1,175,16,9
17,Incidencia,2019,Castilla y León,León,774.0,3560,75,164,489,815,2014,1460,2100,51,20,516,29,100,8,86,11,61,34,76,11,99,386,65,7,43,4,13,118,332,41,108,7,420,361,103,3,9,51,81,2,251,25,14
18,Incidencia,2019,Castilla y León,Palencia,745.17,1199,27,55,174,304,638,482,717,17,7,172,10,33,2,29,3,20,12,25,3,33,129,22,2,14,1,5,39,104,13,36,2,149,124,35,1,3,17,27,0,84,8,4
19,Incidencia,2019,Castilla y León,Salamanca,758.61,2504,55,116,342,550,1440,1018,1485,36,14,363,20,70,5,60,7,42,23,53,7,69,270,46,5,30,3,9,83,236,29,76,5,294,254,72,2,6,36,56,1,177,17,9
20,Incidencia,2019,Castilla y León,Segovia,685.14,1049,26,55,160,236,568,418,630,15,6,150,8,29,2,25,3,18,10,22,3,29,113,19,2,12,1,4,34,94,12,31,2,125,107,31,1,3,16,23,0,73,7,4
21,Incidencia,2019,Castilla y León,Soria,751.76,666,14,30,92,143,384,257,409,9,3,96,5,18,1,16,2,11,6,14,2,18,67,12,1,8,0,2,22,64,7,20,1,79,68,19,0,1,9,13,0,48,4,2
22,Incidencia,2019,Castilla y León,Valladolid,671.72,3489,90,207,518,858,1814,1440,2049,52,22,496,28,94,7,84,11,59,34,73,12,99,403,66,7,41,4,14,111,285,42,102,6,428,360,103,3,11,57,83,1,238,22,13
23,Incidencia,2019,Castilla y León,Zamora,855.97,1476,26,56,182,317,894,579,897,20,7,217,12,42,3,36,4,25,14,31,4,40,147,26,3,18,1,5,49,147,16,45,3,176,150,42,1,3,19,31,0,107,10,5
24,Incidencia,2019,Castilla y León,Ávila,758.32,1195,26,54,165,267,680,462,732,17,6,173,9,33,2,29,3,20,11,25,3,33,122,21,2,14,1,4,39,112,13,36,2,146,123,35,1,3,16,25,0,86,8,4
25,Incidencia,2019,Castilla-La Mancha,Albacete,598.39,2322,75,146,389,526,1184,949,1373,36,15,328,19,62,5,56,7,39,23,49,9,66,269,45,4,27,3,9,75,193,28,67,4,275,237,69,2,9,39,53,1,157,15,8
26,Incidencia,2019,Castilla-La Mancha,Ciudad Real,612.59,3036,96,178,495,700,1565,1263,1773,46,20,430,25,82,6,73,10,51,29,65,11,87,353,59,6,36,4,12,99,255,37,89,5,358,309,90,3,11,51,71,1,205,19,11
27,Incidencia,2019,Castilla-La Mancha,Cuenca,693.09,1360,35,67,204,287,765,537,823,20,8,196,11,38,3,33,4,23,13,29,4,38,144,25,2,16,1,5,45,128,15,40,2,160,138,40,1,4,20,29,0,96,9,5
28,Incidencia,2019,Castilla-La Mancha,Guadalajara,535.95,1381,53,107,241,322,655,558,823,22,10,191,11,36,3,33,4,23,14,30,6,40,164,28,2,15,2,5,45,111,16,39,2,164,140,42,1,6,25,30,0,92,8,5
29,Incidencia,2019,Castilla-La Mancha,Toledo,563.94,3918,142,272,634,916,1953,1594,2323,61,27,549,32,105,8,94,13,66,39,85,16,113,458,78,7,46,5,16,128,322,47,112,7,467,399,118,4,16,69,89,2,264,25,15
30,Incidencia,2019,Cataluña,Barcelona,569.07,32235,1157,2272,5037,7756,16011,13862,18372,511,233,4515,263,855,71,768,107,543,314,691,135,939,3977,651,65,377,48,134,1043,2532,412,933,60,3789,3261,966,35,134,587,791,17,2124,204,129
31,Incidencia,2019,Cataluña,Girona,557.75,4300,157,299,703,1087,2052,1767,2533,68,30,600,36,113,9,103,15,72,43,92,18,124,512,86,8,49,6,18,138,329,52,122,8,528,442,130,4,18,77,101,2,286,26,16
32,Incidencia,2019,Cataluña,Lleida,595.02,2587,84,166,412,614,1308,1049,1538,40,17,365,21,70,5,63,8,44,25,55,10,74,295,50,5,30,3,10,85,215,30,75,5,311,264,78,2,10,43,59,1,175,16,9
33,Incidencia,2019,Cataluña,Tarragona,578.4,4654,159,316,731,1164,2282,1897,2756,73,32,652,38,123,10,112,16,78,47,99,19,134,547,92,9,54,6,20,149,363,56,133,9,573,480,140,5,18,82,109,2,313,29,17
34,Incidencia,2019,Ceuta,Ceuta,424.17,359,19,29,75,98,137,150,209,6,2,48,3,8,0,8,1,6,3,7,2,10,46,7,0,3,0,1,11,22,4,9,0,45,37,11,0,2,7,8,0,22,1,1
35,Incidencia,2019,Comunitat Valenciana,Alicante/Alacant,595.92,11076,364,721,1756,2798,5435,4501,6574,173,76,1554,93,291,24,267,38,186,112,233,44,318,1308,218,23,129,16,48,347,837,135,315,21,1391,1155,334,11,43,195,265,5,747,68,40
36,Incidencia,2019,Comunitat Valenciana,Castellón/Castelló,588.98,3415,113,232,553,833,1683,1401,2014,53,23,479,28,90,7,82,11,57,34,72,13,98,404,67,6,39,5,14,109,267,41,98,6,417,352,103,3,13,60,80,1,229,21,13
37,Incidencia,2019,Comunitat Valenciana,Valencia/València,578.33,14834,504,1032,2447,3677,7173,6311,8523,235,106,2076,122,391,32,355,50,250,148,314,61,431,1825,298,30,173,22,63,473,1127,188,426,27,1782,1519,448,15,59,269,365,8,977,92,58
38,Incidencia,2019,Extremadura,Badajoz,596.99,4021,132,246,676,957,2007,1660,2360,62,27,566,33,107,8,97,13,68,40,85,16,115,471,79,8,47,5,17,129,320,49,116,7,488,413,120,4,15,69,94,2,270,25,15
39,Incidencia,2019,Extremadura,Cáceres,686.82,2707,70,138,425,633,1438,1098,1608,40,16,387,22,74,6,66,8,46,26,57,9,76,299,51,5,32,3,11,88,235,31,80,5,327,278,80,2,8,42,62,1,187,18,10
40,Incidencia,2019,Galicia,"Coruña, A",697.25,7806,200,445,1085,1843,4231,3306,4499,117,50,1117,63,213,17,187,24,132,75,165,26,221,909,149,16,94,10,31,252,664,96,233,14,928,794,229,8,23,125,189,4,533,52,31
41,Incidencia,2019,Galicia,Lugo,810.47,2671,55,115,331,580,1587,1079,1591,38,15,390,21,76,6,64,8,45,25,57,7,73,280,48,5,33,3,10,89,260,30,82,5,314,270,77,2,6,37,59,1,191,19,10
42,Incidencia,2019,Galicia,Ourense,841.45,2588,48,105,296,546,1590,1056,1532,36,14,380,20,74,5,62,7,44,23,55,7,71,270,46,5,32,2,9,86,255,29,80,5,303,261,74,2,6,34,58,1,186,18,10
43,Incidencia,2019,Galicia,Pontevedra,650.4,6131,175,384,892,1486,3191,2617,3513,93,41,870,50,165,13,147,19,104,59,129,22,175,732,119,12,73,8,25,197,499,76,181,11,731,624,181,6,21,103,149,3,412,40,24
44,Incidencia,2019,"Madrid, Comunidad de",Madrid,546.83,36437,1403,2742,6074,8739,17476,16097,20340,586,280,5058,295,955,80,860,122,610,354,779,158,1070,4704,752,72,422,55,152,1174,2774,483,1043,66,4196,3663,1092,39,157,699,921,20,2353,227,149
45,Incidencia,2019,Melilla,Melilla,390.88,338,20,28,73,96,119,140,197,6,2,45,2,8,0,8,1,5,3,7,2,10,43,7,0,3,0,1,10,19,4,8,0,42,35,10,0,2,7,8,0,20,1,1
46,Incidencia,2019,"Murcia, Región de",Murcia,504.43,7535,320,585,1332,1828,3469,3167,4368,124,57,1040,62,195,16,180,26,126,76,162,35,222,941,156,15,86,12,32,242,555,95,211,14,900,768,231,8,37,146,181,3,489,45,29
47,Incidencia,2019,"Navarra, Comunidad Foral de",Navarra,596.17,3900,125,254,613,947,1959,1607,2292,60,26,549,32,104,8,94,13,66,39,83,15,112,456,76,7,45,5,16,126,312,47,113,7,475,400,117,4,14,67,91,2,263,25,15
48,Incidencia,2019,País Vasco,Araba/Álava,624.17,2069,62,130,320,514,1041,849,1220,32,13,292,17,55,4,49,7,35,20,43,7,59,242,40,4,24,2,8,65,164,25,59,4,255,213,62,2,7,35,49,1,140,13,7
49,Incidencia,2019,País Vasco,Bizkaia,665.73,7673,203,449,1173,1891,3954,3280,4393,117,50,1091,62,207,17,184,25,130,75,162,27,219,911,148,15,91,10,31,247,628,96,227,14,914,783,227,7,24,126,188,4,516,50,30
50,Incidencia,2019,País Vasco,Gipuzkoa,646.68,4679,128,278,702,1158,2412,1961,2717,71,30,665,38,126,10,113,15,79,46,99,17,133,546,90,9,55,6,19,150,376,57,137,8,571,481,139,4,15,77,113,2,316,30,18
51,Incidencia,2019,"Rioja, La","Rioja, La",631.59,2000,59,123,306,479,1032,820,1180,30,13,283,16,54,4,48,6,34,19,42,7,57,230,38,4,23,2,8,65,166,24,58,3,242,205,59,2,7,33,46,1,136,13,7
52,Incidencia,2020,Andalucía,Almería,495.52,3607,161,283,648,936,1577,1482,2124,59,27,504,29,85,7,84,14,61,37,76,20,107,448,77,7,39,6,16,123,246,45,100,6,450,378,112,4,19,72,83,1,230,8,12
53,Incidencia,2020,Andalucía,Cádiz,543.29,6758,253,496,1215,1780,3013,2839,3918,109,49,952,55,161,13,159,26,114,70,140,33,199,849,141,13,74,11,30,227,460,85,190,11,845,714,208,7,29,130,162,3,433,15,23
54,Incidencia,2020,Andalucía,Córdoba,602.73,4710,152,282,786,1136,2352,1986,2723,73,31,676,37,117,9,111,17,80,46,99,21,136,563,94,9,53,7,19,164,371,58,137,8,574,487,142,4,17,82,110,2,309,12,17
55,Incidencia,2020,Andalucía,Granada,571.37,5251,186,344,900,1301,2518,2200,3051,83,36,748,42,128,10,123,19,89,53,110,25,153,639,107,10,59,8,22,181,395,65,151,9,646,546,159,5,21,96,123,2,342,13,18
56,Incidencia,2020,Andalucía,Huelva,542.54,2844,109,214,495,706,1318,1193,1651,45,21,401,23,68,5,66,10,48,29,59,14,83,355,59,5,31,4,12,97,202,35,80,5,352,296,87,3,12,54,66,1,183,6,9
57,Incidencia,2020,Andalucía,Jaén,610.71,3855,122,221,652,917,1942,1604,2251,59,25,555,30,96,8,91,13,66,38,81,17,111,451,76,7,44,5,16,135,311,47,113,6,470,398,116,3,14,66,89,2,255,10,13
58,Incidencia,2020,Andalucía,Málaga,553.86,9337,349,680,1607,2368,4331,3890,5446,149,68,1319,75,223,19,218,35,157,96,193,45,273,1162,194,19,103,15,40,314,655,117,263,16,1172,983,286,9,39,179,221,4,605,22,31
59,Incidencia,2020,Andalucía,Sevilla,532.49,10384,399,791,1847,2576,4768,4483,5901,169,78,1464,83,249,21,242,39,176,105,218,52,307,1330,218,21,115,17,44,354,727,134,294,18,1259,1079,319,10,45,203,252,5,659,25,37
60,Incidencia,2020,Aragón,Huesca,675.65,1504,40,82,219,347,814,594,910,22,8,219,12,38,3,35,5,25,14,31,6,42,162,28,3,17,2,6,53,132,17,44,2,189,155,45,1,5,23,32,0,103,4,5
61,Incidencia,2020,Aragón,Teruel,719.6,965,23,45,137,217,541,371,594,14,5,141,7,25,2,23,3,16,9,20,3,26,99,18,2,11,1,3,34,90,10,29,1,121,99,28,0,2,14,19,0,67,2,3
62,Incidencia,2020,Aragón,Zaragoza,633.17,6157,182,384,930,1446,3214,2586,3571,94,40,890,48,154,12,145,21,105,60,130,26,177,724,122,12,71,9,25,216,505,75,182,11,750,631,184,6,21,104,142,3,408,16,22
63,Incidencia,2020,"Asturias, Principado de",Asturias,744.54,7585,165,402,1060,1911,4044,3222,4362,112,46,1109,59,192,15,179,26,130,73,157,27,214,879,145,15,89,10,31,265,634,93,229,13,934,783,224,7,20,119,179,4,508,20,28
64,Incidencia,2020,"Balears, Illes","Balears, Illes",512.33,6002,264,487,1063,1506,2679,2517,3484,98,46,840,48,143,12,140,23,102,61,125,32,179,759,128,12,65,10,26,204,416,76,167,10,737,624,186,6,30,121,140,3,381,14,20
65,Incidencia,2020,Canarias,"Palmas, Las",522.75,5912,241,491,1186,1549,2443,2458,3454,97,46,824,49,138,12,139,24,100,63,121,31,176,759,127,12,63,10,27,196,382,75,162,10,738,628,186,6,28,121,139,2,374,13,19
66,Incidencia,2020,Canarias,Santa Cruz de Tenerife,554.81,5797,218,443,1067,1473,2593,2439,3357,93,43,816,47,138,12,136,22,98,60,119,29,171,733,122,11,63,9,25,195,402,73,163,10,716,609,179,6,25,113,138,2,371,13,20
67,Incidencia,2020,Cantabria,Cantabria,660.9,3852,104,234,582,991,1939,1624,2227,58,25,556,30,96,7,91,13,66,38,80,15,110,456,76,8,44,5,16,133,305,47,113,6,477,399,115,3,12,65,90,2,254,10,14
68,Incidencia,2020,Castilla y León,Burgos,711.74,2545,60,133,366,614,1370,1007,1537,37,14,372,20,65,5,61,9,43,25,53,9,71,275,48,5,29,3,10,89,219,29,76,4,325,265,76,2,7,38,54,1,175,6,9
69,Incidencia,2020,Castilla y León,León,786.69,3590,74,163,485,828,2039,1466,2124,51,20,530,28,93,7,85,11,61,34,75,12,99,388,66,7,42,4,14,129,331,41,110,6,443,366,105,3,9,52,79,1,247,10,13
70,Incidencia,2020,Castilla y León,Palencia,756.39,1212,26,55,172,308,649,484,727,17,6,178,9,31,2,29,4,20,12,25,4,33,130,22,2,14,1,5,42,104,13,36,2,156,126,36,1,3,17,26,0,83,3,4
71,Incidencia,2020,Castilla y León,Salamanca,770.36,2536,54,115,343,557,1465,1023,1512,36,14,374,19,66,5,60,8,43,24,53,9,70,272,47,5,30,3,9,91,237,29,77,4,313,258,74,2,6,36,55,1,175,7,9
72,Incidencia,2020,Castilla y León,Segovia,693.12,1063,26,55,161,243,576,421,642,15,6,155,8,27,2,25,3,18,10,22,4,29,114,20,2,12,1,4,38,94,12,31,2,133,109,31,1,3,16,22,0,72,2,3
73,Incidencia,2020,Castilla y León,Soria,757.61,673,14,30,93,145,389,258,414,9,3,99,5,17,1,16,2,11,6,14,2,18,68,12,1,8,0,2,24,64,7,20,1,85,68,19,0,1,9,13,0,47,1,2
74,Incidencia,2020,Castilla y León,Valladolid,683.89,3560,89,209,521,859,1881,1464,2096,53,22,517,28,89,7,84,12,60,35,74,14,101,409,69,7,41,5,14,123,290,42,105,6,447,370,106,3,10,58,82,1,239,9,12
75,Incidencia,2020,Castilla y León,Zamora,868.9,1482,25,56,180,318,901,576,905,20,7,221,11,39,3,35,4,25,13,31,4,40,147,26,3,18,1,5,53,146,16,46,2,187,151,43,1,3,19,30,0,105,4,5
76,Incidencia,2020,Castilla y León,Ávila,765.97,1207,25,54,165,271,689,464,742,17,6,178,9,31,2,29,4,20,11,25,4,33,123,22,2,14,1,4,43,112,13,36,2,154,124,35,1,3,17,25,0,84,3,4
77,Incidencia,2020,Castilla-La Mancha,Albacete,608.22,2361,74,146,393,541,1205,960,1400,36,15,339,18,59,4,55,8,40,23,49,10,68,273,47,4,27,3,9,82,193,28,68,4,290,244,71,2,9,40,53,1,157,6,8
78,Incidencia,2020,Castilla-La Mancha,Ciudad Real,622.24,3080,95,178,498,717,1589,1275,1804,47,20,444,24,77,6,72,10,52,30,65,13,88,357,61,6,35,4,12,108,254,37,90,5,376,317,92,3,11,52,70,1,204,8,11
79,Incidencia,2020,Castilla-La Mancha,Cuenca,699.3,1371,35,68,205,292,770,538,832,20,7,201,10,35,2,32,4,23,13,29,5,38,145,26,2,16,1,5,49,126,15,41,2,170,140,40,1,4,20,29,0,94,3,4
80,Incidencia,2020,Castilla-La Mancha,Guadalajara,542.19,1420,53,111,248,333,672,571,848,22,10,201,11,35,3,33,5,24,14,30,7,41,168,29,2,15,2,6,50,112,16,40,2,173,146,43,1,6,26,30,0,93,3,4
81,Incidencia,2020,Castilla-La Mancha,Toledo,570.09,4012,142,279,648,938,2003,1627,2384,63,27,573,32,99,8,94,14,68,40,85,19,116,469,81,8,45,6,16,141,324,48,116,7,494,412,122,4,16,71,88,2,265,10,14
82,Incidencia,2020,Cataluña,Barcelona,573.54,32940,1173,2327,5136,7783,16518,14123,18817,520,235,4705,260,813,68,769,117,560,321,697,157,963,4057,676,67,374,52,135,1150,2565,418,958,58,3954,3366,995,34,135,605,779,17,2136,84,121
83,Incidencia,2020,Cataluña,Girona,562.62,4398,158,307,716,1105,2110,1802,2595,69,30,626,35,107,9,103,16,75,44,92,21,128,524,89,9,49,7,18,152,332,53,126,7,550,458,134,4,18,80,100,2,288,10,15
84,Incidencia,2020,Cataluña,Lleida,600.35,2632,84,170,417,625,1334,1062,1570,40,17,379,21,66,5,62,9,45,26,56,12,76,299,52,5,30,4,11,93,215,31,77,4,326,272,80,2,10,44,58,1,175,6,9
85,Incidencia,2020,Cataluña,Tarragona,584.45,4773,160,324,747,1180,2360,1940,2832,74,32,682,38,117,9,112,17,81,48,100,22,138,560,96,10,54,7,20,165,367,57,137,8,601,498,145,5,18,84,108,2,316,11,16
86,Incidencia,2020,Ceuta,Ceuta,435.18,366,18,29,75,101,140,152,213,6,2,50,3,8,0,8,1,6,4,7,2,11,46,8,0,3,0,1,12,22,4,9,0,45,38,11,0,2,7,8,0,22,0,1
87,Incidencia,2020,Comunitat Valenciana,Alicante/Alacant,603.27,11340,365,736,1797,2848,5592,4601,6738,176,76,1623,92,277,23,267,42,192,115,235,51,327,1337,227,24,128,17,48,384,849,137,325,20,1448,1196,345,11,43,201,262,5,754,27,38
88,Incidencia,2020,Comunitat Valenciana,Castellón/Castelló,597.3,3497,112,237,563,845,1737,1431,2065,54,23,500,28,86,7,82,12,59,35,73,16,101,413,70,7,39,5,14,120,270,42,101,6,437,364,106,3,13,62,79,1,231,8,12
89,Incidencia,2020,Comunitat Valenciana,Valencia/València,585.86,15184,504,1054,2486,3741,7397,6445,8738,240,107,2168,121,372,31,356,55,258,152,317,70,443,1864,310,31,172,24,64,522,1141,191,439,26,1857,1574,462,15,59,277,361,8,986,38,54
90,Incidencia,2020,Extremadura,Badajoz,608.49,4089,131,247,681,975,2053,1681,2408,63,27,588,32,101,8,97,14,69,41,85,18,117,478,81,8,46,6,17,142,323,49,119,7,509,425,123,4,15,71,93,2,271,10,14
91,Incidencia,2020,Extremadura,Cáceres,700.34,2744,69,137,423,651,1462,1108,1636,40,16,400,21,70,5,65,9,47,27,57,10,77,302,52,5,32,3,11,97,236,31,82,5,343,284,82,2,8,42,60,1,186,7,9
92,Incidencia,2020,Galicia,"Coruña, A",708.52,7948,197,451,1094,1843,4362,3352,4595,118,50,1160,62,202,16,187,26,135,75,166,30,225,921,153,16,93,11,31,278,674,97,239,14,974,813,235,7,23,127,185,4,534,21,29
93,Incidencia,2020,Galicia,Lugo,820.69,2691,54,116,330,583,1607,1082,1609,38,14,399,20,71,5,64,8,46,25,57,9,74,282,49,5,32,3,10,97,260,30,83,5,333,272,78,2,6,37,57,1,188,7,10
94,Incidencia,2020,Galicia,Ourense,851.59,2611,48,106,296,544,1616,1058,1553,36,14,389,20,69,5,61,8,44,23,55,8,71,272,47,5,31,3,9,94,256,29,81,4,322,263,75,2,5,35,56,1,183,7,9
95,Incidencia,2020,Galicia,Pontevedra,662.27,6261,172,391,903,1484,3308,2662,3598,95,41,906,49,157,12,147,21,107,60,130,25,179,744,123,13,72,9,25,218,509,77,186,11,765,642,186,6,20,105,147,3,414,16,23
96,Incidencia,2020,"Madrid, Comunidad de",Madrid,552.92,37487,1427,2812,6231,8853,18163,16511,20976,600,284,5312,294,914,78,866,134,634,364,791,184,1105,4827,786,76,421,60,154,1302,2832,492,1080,64,4398,3812,1132,39,158,724,914,20,2386,94,140
97,Incidencia,2020,Melilla,Melilla,399.29,347,20,28,73,101,124,144,203,6,2,47,2,7,0,8,1,5,3,7,2,10,44,7,0,3,0,1,11,20,4,9,0,43,37,11,0,2,7,8,0,21,0,1
98,Incidencia,2020,"Murcia, Región de",Murcia,512.16,7740,320,598,1366,1880,3573,3241,4498,126,57,1090,62,186,16,181,29,131,78,164,41,229,964,163,15,85,13,33,268,561,97,218,13,941,801,239,8,37,151,180,4,496,18,27
99,Incidencia,2020,"Navarra, Comunidad Foral de",Navarra,602.86,3986,126,257,624,954,2023,1635,2350,61,26,573,32,99,8,94,14,68,39,84,18,114,464,79,8,45,6,16,139,316,48,116,7,497,413,120,4,14,68,90,2,264,10,14
100,Incidencia,2020,País Vasco,Araba/Álava,634.43,2118,61,133,324,515,1083,867,1251,32,13,305,17,52,4,50,7,36,21,44,9,60,247,41,4,24,3,8,73,167,25,61,3,266,220,64,2,7,36,48,1,141,5,7
101,Incidencia,2020,País Vasco,Bizkaia,673.08,7804,203,454,1174,1908,4063,3321,4482,118,50,1132,61,196,16,184,27,133,76,163,31,223,922,152,16,90,11,32,272,634,96,232,13,953,804,233,7,24,129,185,4,517,20,29
102,Incidencia,2020,País Vasco,Gipuzkoa,655.69,4767,127,281,704,1159,2494,1989,2778,72,30,691,38,119,9,113,16,81,47,99,19,136,553,93,10,55,6,19,165,382,58,141,8,595,495,143,4,15,78,110,2,318,12,17
103,Incidencia,2020,"Rioja, La","Rioja, La",637.92,2040,59,125,309,487,1058,833,1207,31,13,294,16,51,4,48,7,34,20,43,8,58,234,40,4,23,3,8,71,168,24,60,3,254,211,61,2,7,34,45,1,136,5,7
104,Incidencia,2021,Andalucía,Almería,505.05,3695,158,287,663,980,1606,1514,2181,60,27,517,30,87,7,87,14,62,38,77,20,110,457,78,7,40,6,16,125,252,45,102,6,463,389,115,4,18,73,85,1,237,8,12
105,Incidencia,2021,Andalucía,Cádiz,554.4,6907,247,496,1239,1852,3071,2890,4016,111,50,975,56,165,14,162,26,117,72,142,33,203,862,143,14,76,11,30,232,473,87,194,12,868,732,213,7,28,132,165,3,445,16,23
106,Incidencia,2021,Andalucía,Córdoba,611.87,4752,148,280,788,1193,2342,1998,2754,73,31,683,38,118,9,112,17,81,47,99,21,137,566,95,9,54,7,20,165,373,58,139,8,583,493,143,4,17,82,111,2,313,12,17
107,Incidencia,2021,Andalucía,Granada,577.9,5324,183,347,912,1357,2524,2223,3100,84,37,758,42,130,11,125,19,90,54,111,25,155,646,108,11,60,8,22,183,398,66,153,9,658,556,162,5,21,97,125,2,347,13,18
108,Incidencia,2021,Andalucía,Huelva,552.18,2903,107,216,505,732,1342,1212,1690,46,21,410,23,70,6,68,11,49,29,60,14,85,359,60,5,32,4,12,99,208,36,82,5,360,303,89,3,12,55,67,1,187,6,10
109,Incidencia,2021,Andalucía,Jaén,614.43,3853,119,218,651,967,1896,1600,2253,59,25,554,30,96,8,91,14,66,38,80,17,111,451,76,7,44,5,16,134,306,47,113,6,474,401,116,3,14,66,89,2,254,9,13
110,Incidencia,2021,Andalucía,Málaga,564.0,9563,343,687,1646,2461,4425,3971,5592,152,69,1353,77,229,19,224,36,161,98,198,46,279,1184,197,19,106,15,41,321,675,120,269,17,1204,1009,293,9,38,181,226,4,621,22,32
111,Incidencia,2021,Andalucía,Sevilla,541.67,10550,389,792,1878,2668,4822,4541,6008,170,78,1490,85,253,21,247,39,179,107,220,52,311,1344,220,21,117,17,45,360,741,136,299,18,1283,1099,324,11,44,204,256,5,672,25,37
112,Incidencia,2021,Aragón,Huesca,676.7,1517,39,83,222,359,811,597,920,22,9,221,12,38,3,36,5,26,15,32,6,42,164,29,3,17,2,6,53,132,17,45,2,191,157,45,1,5,23,32,0,104,4,5
113,Incidencia,2021,Aragón,Teruel,719.04,967,23,45,137,226,534,370,596,14,5,142,7,25,2,23,3,16,9,20,3,26,99,18,2,11,1,3,34,89,10,29,1,123,100,28,0,2,14,19,0,67,2,3
114,Incidencia,2021,Aragón,Zaragoza,639.5,6186,176,382,939,1477,3210,2590,3596,94,40,894,49,155,12,146,21,105,60,130,26,177,725,122,12,71,9,25,217,505,75,183,11,757,637,185,6,21,104,143,3,410,16,22
